budget,large_calls,always_small_accuracy,random_accuracy,random_std,category_gain_accuracy,category_gain_time_seconds
0.1,14,0.2785714285714286,0.29002857142857136,0.014118662558775556,0.30714285714285716,13.07652182970196
0.25,35,0.2785714285714286,0.30651428571428574,0.01931331062034444,0.3357142857142857,14.160242416663095
0.5,70,0.2785714285714286,0.33544285714285704,0.023813460405553225,0.36428571428571427,17.72851150180213
0.75,105,0.2785714285714286,0.3636857142857143,0.01995985910833839,0.38571428571428573,21.538106796098873
1.0,140,0.2785714285714286,0.3928571428571429,5.55667457882371e-17,0.39285714285714285,26.365530010545626
